,p0q0
15924,-3
15925,4
15926,8
15927,9
15928,-9
15929,-1
15930,8
15931,-2
15932,-10
15933,-5
15934,-4
15935,6
15936,9
15937,-6
15938,10
15939,7
15940,9
15941,-5
15942,-1
15943,-2
15944,8
15945,6
15946,6
15947,2
15948,-1
15949,-5
15950,9
15951,4
15952,4
15953,-10
15954,6
15955,0
15956,-2
15957,-7
15958,-6
15959,1
15960,-7
15961,-5
15962,3
15963,-2
15964,1
15965,0
15966,-8
15967,9
15968,-5
15969,-5
15970,3
15971,5
15972,3
15973,-5
15974,4
15975,5
15976,-5
15977,3
15978,1
15979,1
15980,7
15981,10
15982,9
15983,4
15984,-4
15985,-10
15986,-8
15987,8
15988,0
15989,-4
15990,-6
15991,5
15992,4
15993,-7
15994,3
15995,-9
15996,8
15997,7
15998,2
15999,3
16000,7
16001,-3
16002,-6
16003,6
16004,-9
16005,-9
16006,-8
16007,-10
16008,-10
16009,-5
16010,-4
16011,7
16012,6
16013,2
16014,-7
16015,3
16016,10
16017,6
16018,9
16019,3
16020,1
16021,-10
16022,-3
16023,3
16024,4
16025,-8
16026,-2
16027,0
16028,-7
16029,-3
16030,-6
16031,9
16032,-5
16033,10
16034,10
16035,-1
16036,0
16037,3
16038,2
16039,5
16040,2
16041,-10
16042,-5
16043,-8
16044,-2
16045,2
16046,-2
16047,0
16048,-3
16049,0
16050,-5
16051,1
16052,-6
16053,-2
16054,-2
16055,8
16056,1
16057,2
16058,-1
16059,-9
16060,-5
16061,7
16062,0
16063,-10
16064,-5
16065,10
16066,-10
16067,9
16068,-1
16069,10
16070,6
16071,-2
16072,-5
16073,4
16074,-6
16075,-7
16076,0
16077,-8
16078,10
16079,9
16080,0
16081,-4
16082,1
16083,-1
16084,-2
16085,-7
16086,-1
16087,2
16088,4
16089,-7
16090,6
16091,-6
16092,-2
16093,2
16094,0
16095,2
16096,-10
16097,-1
16098,-10
16099,3
16100,6
16101,-7
16102,4
16103,3
16104,9
16105,-6
16106,2
16107,6
16108,3
16109,10
16110,-8
16111,9
16112,5
16113,-10
16114,5
16115,-3
16116,-10
16117,-3
16118,-2
16119,-4
16120,1
16121,-10
16122,-3
16123,6
16124,-9
16125,-2
16126,-3
16127,0
16128,-2
16129,0
16130,8
16131,6
16132,8
16133,-10
16134,-1
16135,-6
16136,1
16137,7
16138,9
16139,0
16140,-7
16141,7
16142,5
16143,-8
16144,10
16145,2
16146,6
16147,9
16148,5
16149,1
16150,3
16151,-1
16152,10
16153,2
16154,-4
16155,-7
16156,3
16157,4
16158,7
16159,-9
16160,-5
16161,8
16162,-10
16163,7
16164,5
16165,2
16166,7
16167,2
16168,9
16169,-4
16170,10
16171,-4
16172,8
16173,6
16174,-6
16175,1
16176,10
16177,0
16178,-7
16179,9
16180,-3
16181,3
16182,-4
16183,-6
16184,-2
16185,-5
16186,-10
16187,-9
16188,7
16189,4
16190,-1
16191,7
16192,0
16193,-5
16194,10
16195,2
16196,-6
16197,-7
16198,10
16199,-3
16200,0
16201,-3
16202,-1
16203,3
16204,-10
16205,7
16206,3
16207,3
16208,-9
16209,-4
16210,9
16211,-10
16212,-3
16213,6
16214,-5
16215,7
16216,10
16217,4
16218,6
16219,7
16220,-5
16221,5
16222,4
16223,10
16224,-4
16225,-10
16226,10
16227,1
16228,-1
16229,1
16230,10
16231,1
16232,4
16233,-2
16234,6
16235,-2
16236,-9
16237,-5
16238,7
16239,5
16240,2
16241,-8
16242,-6
16243,5
16244,-3
16245,9
16246,-1
16247,4
16248,9
16249,0
16250,-10
16251,-9
16252,-5
16253,6
16254,10
16255,7
16256,9
16257,-10
16258,0
16259,9
16260,7
16261,-2
16262,4
16263,5
16264,-10
16265,4
16266,-8
16267,5
16268,10
16269,3
16270,2
16271,10
16272,-10
16273,4
16274,-5
16275,5
16276,1
16277,-6
16278,0
16279,-1
16280,-10
16281,-7
16282,1
16283,3
16284,10
16285,0
16286,5
16287,-2
16288,6
16289,-4
16290,2
16291,-5
16292,8
16293,5
16294,10
16295,-2
16296,1
16297,8
16298,-9
16299,2
16300,0
16301,1
16302,-10
16303,3
16304,6
16305,6
16306,10
16307,-8
16308,8
16309,-8
16310,9
16311,-2
16312,-3
16313,2
16314,8
16315,6
16316,6
16317,-1
16318,9
16319,-3
16320,3
16321,0
16322,-2
16323,-8
16324,-2
16325,-6
16326,2
16327,-6
16328,-9
16329,-4
16330,-1
16331,-5
16332,2
16333,5
16334,2
16335,-7
16336,-3
16337,6
16338,1
16339,-3
16340,0
16341,-2
16342,7
16343,1
16344,8
16345,-1
16346,4
16347,-8
16348,-7
16349,-6
16350,-10
16351,-8
16352,-8
16353,-6
16354,1
16355,-6
16356,8
16357,6
16358,2
16359,3
16360,5
16361,4
16362,4
16363,2
16364,0
16365,1
16366,1
16367,-10
16368,-1
16369,-3
16370,-2
16371,-4
16372,5
16373,-3
16374,10
16375,7
16376,-4
16377,3
16378,2
16379,3
16380,5
16381,-9
16382,-4
16383,-8
16384,2
16385,6
16386,-8
16387,-10
16388,8
16389,-6
16390,1
16391,-9
16392,-6
16393,-3
16394,-7
16395,-3
16396,1
16397,1
16398,9
16399,4
16400,-4
16401,7
16402,2
16403,2
16404,4
16405,4
16406,2
16407,6
16408,-4
16409,4
16410,6
16411,0
16412,-5
16413,-9
16414,-10
16415,6
16416,-1
16417,3
16418,10
16419,-6
16420,5
16421,-4
16422,-5
16423,-10
16424,-4
16425,-6
16426,-3
16427,7
16428,-1
16429,-6
16430,7
16431,1
16432,-5
16433,-6
16434,-4
16435,-9
16436,-10
16437,6
16438,-9
16439,9
16440,8
16441,4
16442,7
16443,-8
16444,8
16445,-7
16446,9
16447,-1
16448,6
16449,6
16450,-10
16451,-8
16452,2
16453,0
16454,2
16455,2
16456,6
16457,5
16458,9
16459,-3
16460,-4
16461,6
16462,6
16463,8
16464,-4
16465,10
16466,-6
16467,4
16468,-6
16469,5
16470,-5
16471,-5
16472,1
16473,5
16474,-1
16475,1
16476,-6
16477,-3
16478,10
16479,7
16480,0
16481,-3
16482,9
16483,6
16484,-3
16485,-6
16486,-2
16487,-9
16488,-10
16489,5
16490,-6
16491,9
16492,7
16493,2
16494,0
16495,7
16496,6
16497,-4
16498,5
16499,5
16500,3
16501,-6
16502,0
16503,-2
16504,4
16505,-8
16506,7
16507,-1
16508,7
16509,9
16510,-3
16511,0
16512,6
16513,9
16514,-6
16515,4
16516,2
16517,-7
16518,-5
16519,5
16520,10
16521,-5
16522,0
16523,2
16524,-5
16525,-3
16526,10
16527,9
16528,2
16529,-5
16530,3
16531,6
16532,6
16533,7
16534,-3
16535,9
16536,1
16537,10
16538,4
16539,2
16540,6
16541,-1
16542,1
16543,6
16544,6
16545,-6
16546,10
16547,-3
16548,3
16549,4
16550,-9
16551,2
16552,-1
16553,-8
16554,5
16555,6
16556,-2
16557,-4
16558,-6
16559,-8
16560,5
16561,-10
16562,-9
16563,-10
16564,10
16565,0
16566,2
16567,0
16568,7
16569,-6
16570,2
16571,-8
16572,-10
16573,1
16574,1
16575,3
16576,-3
16577,10
16578,3
16579,-5
16580,7
16581,3
16582,-4
16583,6
16584,-6
16585,-9
16586,-3
16587,-6
16588,6
16589,-6
16590,0
16591,5
16592,8
16593,-9
16594,6
16595,8
16596,0
16597,-6
16598,-1
16599,-4
16600,2
16601,-10
16602,-4
16603,5
16604,10
16605,2
16606,-1
16607,-3
16608,5
16609,6
16610,3
16611,-3
16612,-5
16613,-9
16614,0
16615,-7
16616,-6
16617,-1
16618,-6
16619,5
16620,-9
16621,-6
16622,8
16623,4
16624,2
16625,-5
16626,-5
16627,5
16628,-8
16629,0
16630,-1
16631,-1
16632,-1
16633,9
16634,-3
16635,-3
16636,-7
16637,7
16638,-7
16639,10
16640,9
16641,8
16642,8
16643,5
16644,0
16645,9
16646,1
16647,-1
16648,8
16649,5
16650,-10
16651,-4
16652,-1
16653,5
16654,6
16655,-10
16656,1
16657,3
16658,-6
16659,2
16660,0
16661,2
16662,-6
16663,3
16664,5
16665,4
16666,-2
16667,3
16668,2
16669,0
16670,-9
16671,5
16672,2
16673,7
16674,7
16675,-8
16676,-6
16677,8
16678,2
16679,-9
16680,-6
16681,-3
16682,3
16683,-10
16684,-4
16685,-7
16686,-7
16687,6
16688,-2
16689,-2
16690,-9
16691,-1
16692,-6
16693,8
16694,-10
16695,2
16696,6
16697,0
16698,-7
16699,6
16700,3
16701,6
16702,5
16703,-2
16704,-9
16705,6
16706,8
16707,9
16708,4
16709,7
16710,4
16711,-3
16712,-4
16713,-8
16714,8
16715,3
16716,4
16717,5
16718,4
16719,5
16720,-8
16721,7
16722,2
16723,-6
16724,2
16725,8
16726,-4
16727,8
16728,0
16729,-9
16730,7
16731,-9
16732,-9
16733,5
16734,5
16735,3
16736,9
16737,8
16738,7
16739,0
16740,2
16741,2
16742,-10
16743,-7
16744,8
16745,8
16746,4
16747,7
16748,-3
16749,-1
16750,2
16751,-3
16752,-6
16753,-3
16754,1
16755,-9
16756,-4
16757,-6
16758,-10
16759,-7
16760,-5
16761,-4
16762,-5
16763,8
16764,-9
16765,9
16766,-5
16767,-9
16768,7
16769,9
16770,-10
16771,5
16772,-4
16773,-2
16774,4
16775,-8
16776,-4
16777,-9
16778,-1
16779,0
16780,-2
16781,-10
16782,-6
16783,-7
16784,6
16785,-1
16786,1
16787,-4
16788,-5
16789,-5
16790,-3
16791,-6
16792,0
16793,8
16794,-9
16795,-10
16796,7
16797,-4
16798,5
16799,-2
16800,-5
16801,-9
16802,7
16803,-6
16804,6
16805,-6
16806,-2
16807,-2
16808,2
16809,-7
16810,-1
16811,-6
16812,2
16813,-10
16814,10
16815,6
16816,10
16817,-8
16818,7
16819,-3
16820,-6
16821,6
16822,7
16823,-5
16824,10
16825,-9
16826,10
16827,-4
16828,5
16829,10
16830,-2
16831,-8
16832,-1
16833,-8
16834,-5
16835,-9
16836,-5
16837,-4
16838,9
16839,-4
16840,4
16841,-6
16842,10
16843,5
16844,-10
16845,-10
16846,0
16847,-2
16848,1
16849,-4
16850,1
16851,0
16852,-8
16853,7
16854,4
16855,-5
16856,-8
16857,3
16858,-2
16859,0
16860,7
16861,8
16862,-3
16863,-6
16864,-8
16865,-5
16866,5
16867,4
16868,4
16869,7
16870,7
16871,-6
16872,-6
16873,-8
16874,4
16875,2
16876,0
16877,0
16878,-10
16879,-3
16880,-7
16881,10
16882,-4
16883,-8
16884,1
16885,7
16886,3
16887,-8
16888,3
16889,4
16890,-9
16891,10
16892,-5
16893,10
16894,3
16895,5
16896,2
16897,7
16898,6
16899,-7
16900,5
16901,9
16902,10
16903,10
16904,5
16905,0
16906,3
16907,0
16908,6
16909,-1
16910,-1
16911,4
16912,2
16913,-7
16914,0
16915,3
16916,2
16917,8
16918,2
16919,4
16920,8
16921,-3
16922,7
16923,-4
16924,9
16925,2
16926,5
16927,-4
16928,9
16929,5
16930,-6
16931,0
16932,-3
16933,4
16934,-6
16935,-2
16936,-9
16937,1
16938,-3
16939,10
16940,-5
16941,-9
16942,10
16943,-8
16944,4
16945,6
16946,-5
16947,-7
16948,-9
16949,-2
16950,-10
16951,10
16952,-8
16953,-6
16954,-6
16955,7
16956,-8
16957,0
16958,-1
16959,8
16960,-6
16961,1
16962,8
16963,7
16964,-1
16965,6
16966,3
16967,9
16968,3
16969,-8
16970,-6
16971,-10
16972,-2
16973,-10
16974,3
16975,9
16976,4
16977,9
16978,8
16979,-3
16980,-3
16981,-1
16982,-10
16983,10
16984,-7
16985,7
16986,6
16987,6
16988,-8
16989,9
16990,-5
16991,-3
16992,9
16993,5
16994,10
16995,8
16996,-8
16997,-7
16998,3
16999,-8
17000,9
17001,-8
17002,-6
17003,-3
17004,2
17005,0
17006,1
17007,8
17008,-2
17009,-4
17010,0
17011,5
17012,-1
17013,-10
17014,-7
17015,5
17016,-1
17017,8
17018,5
17019,6
17020,7
17021,2
17022,3
17023,6
17024,-10
17025,-4
17026,3
17027,-3
17028,-8
17029,6
17030,-7
17031,9
17032,10
17033,-2
17034,1
17035,7
17036,-3
17037,-7
17038,-3
17039,-9
17040,10
17041,6
17042,-7
17043,7
17044,-7
17045,-1
17046,-6
17047,7
17048,-6
17049,7
17050,8
17051,-2
17052,-10
17053,6
17054,-4
17055,4
17056,-8
17057,-5
17058,0
17059,3
17060,-10
17061,-6
17062,5
17063,-10
17064,-5
17065,-2
17066,3
17067,-1
17068,9
17069,-2
17070,-6
17071,7
17072,8
17073,-5
17074,5
17075,-10
17076,0
17077,5
17078,10
17079,9
17080,10
17081,-10
17082,0
17083,-7
17084,-4
17085,1
17086,-2
17087,9
17088,5
17089,9
17090,6
17091,10
17092,0
17093,6
17094,-4
17095,-4
17096,5
17097,-1
17098,-10
17099,8
17100,-8
17101,10
17102,7
17103,8
17104,-8
17105,-10
17106,-5
17107,9
17108,-3
17109,-6
17110,10
17111,7
17112,-2
17113,2
17114,4
17115,3
17116,10
17117,-9
17118,-5
17119,3
17120,1
17121,9
17122,-9
17123,6
17124,-7
17125,-10
17126,10
17127,3
17128,7
17129,-4
17130,-7
17131,1
17132,-1
17133,4
17134,-7
17135,0
17136,-3
17137,8
17138,9
17139,-1
17140,10
17141,0
17142,5
17143,-7
17144,0
17145,-8
17146,-5
17147,6
17148,-9
17149,1
17150,7
17151,9
17152,-10
17153,6
17154,-3
17155,4
17156,1
17157,7
17158,9
17159,-1
17160,4
17161,3
17162,2
17163,7
17164,10
17165,0
17166,-9
17167,-7
17168,-8
17169,6
17170,-7
17171,-3
17172,3
17173,-7
17174,0
17175,3
17176,-9
17177,-8
17178,4
17179,-3
17180,-3
17181,2
17182,3
17183,8
17184,-5
17185,-3
17186,-4
17187,7
17188,-6
17189,0
17190,-4
17191,2
17192,-1
17193,7
17194,-9
17195,3
17196,-6
17197,-8
17198,-4
17199,-3
17200,4
17201,5
17202,-8
17203,2
17204,1
17205,-10
17206,-2
17207,7
17208,6
17209,5
17210,0
17211,8
17212,2
17213,9
17214,5
17215,4
17216,1
17217,-1
17218,3
17219,-9
17220,4
17221,-10
17222,0
17223,-5
17224,5
17225,-7
17226,-3
17227,-6
17228,-5
17229,3
17230,-1
17231,-8
17232,9
17233,-5
17234,-6
17235,-10
17236,-1
17237,-5
17238,4
17239,1
17240,-1
17241,5
17242,-4
17243,0
17244,-5
17245,2
17246,-4
17247,-7
17248,5
17249,-8
17250,10
17251,1
17252,2
17253,-7
17254,3
17255,-5
17256,5
17257,2
17258,10
17259,6
17260,-2
17261,-8
17262,6
17263,6
17264,9
17265,-7
17266,1
17267,-10
17268,-7
17269,4
17270,7
17271,-6
17272,1
17273,4
17274,1
17275,0
17276,-4
17277,-6
17278,-6
17279,10
17280,2
17281,-7
17282,6
17283,3
17284,-9
17285,-9
17286,-9
17287,8
17288,-8
17289,-1
17290,1
17291,3
17292,4
17293,-2
17294,-5
17295,2
17296,1
17297,9
17298,1
17299,-4
17300,7
17301,4
17302,-6
17303,-10
17304,0
17305,-10
17306,-5
17307,2
17308,-5
17309,-2
17310,-1
17311,3
17312,-7
17313,0
17314,6
17315,3
17316,6
17317,2
17318,-3
17319,5
17320,-4
17321,0
17322,9
17323,3
17324,5
17325,8
17326,-6
17327,-8
17328,4
17329,5
17330,-3
17331,9
17332,-9
17333,7
17334,4
17335,-6
17336,5
17337,3
17338,-9
17339,-10
17340,-3
17341,4
17342,-5
17343,6
17344,-8
17345,4
17346,6
17347,-9
17348,-6
17349,-1
17350,9
17351,1
17352,-6
17353,-5
17354,-4
17355,8
17356,9
17357,4
17358,3
17359,6
17360,-6
17361,-5
17362,-4
17363,0
17364,8
17365,0
17366,-4
17367,5
17368,7
17369,10
17370,1
17371,4
17372,3
17373,-8
17374,4
17375,-10
17376,6
17377,-2
17378,-9
17379,-8
17380,-1
17381,-7
17382,-7
17383,8
17384,-2
17385,-7
17386,-4
17387,9
17388,-9
17389,-5
17390,-7
17391,10
17392,9
17393,3
17394,7
17395,-5
17396,-8
17397,1
17398,3
17399,8
17400,6
17401,8
17402,9
17403,-5
17404,-7
17405,10
17406,-5
17407,-2
17408,4
17409,-3
17410,-9
17411,-8
17412,-7
17413,-3
17414,-7
17415,5
17416,5
17417,-6
17418,1
17419,9
17420,10
17421,10
17422,-3
17423,0
17424,10
17425,6
17426,-10
17427,-2
17428,-4
17429,-9
17430,4
17431,-2
17432,-1
17433,-10
17434,-4
17435,-10
17436,-6
17437,9
17438,5
17439,9
17440,-6
17441,5
17442,-5
17443,6
17444,7
17445,-9
17446,-1
17447,-5
17448,0
17449,-3
17450,-8
17451,6
17452,-1
17453,-7
17454,9
17455,1
17456,-1
17457,-4
17458,-10
17459,-8
17460,3
17461,-10
17462,8
17463,-5
17464,8
17465,-4
17466,7
17467,0
17468,4
17469,1
17470,-1
17471,6
17472,-9
17473,4
17474,-10
17475,-8
17476,0
17477,-6
17478,6
17479,5
17480,3
17481,-9
17482,1
17483,-3
17484,-6
17485,-10
17486,4
17487,8
17488,1
17489,7
17490,-7
17491,-4
17492,10
17493,2
17494,-1
17495,-2
17496,-10
17497,0
17498,-3
17499,6
17500,-5
17501,10
17502,8
17503,-7
17504,9
17505,10
17506,-4
17507,-9
17508,-1
17509,-8
17510,5
17511,4
17512,9
17513,7
17514,-3
17515,-9
17516,-4
17517,2
17518,4
17519,3
17520,1
17521,10
17522,-2
17523,-9
17524,-6
17525,2
17526,9
17527,6
17528,9
17529,-1
17530,-3
17531,-10
17532,1
17533,3
17534,-6
17535,-6
17536,-9
17537,-4
17538,4
17539,4
17540,10
17541,6
17542,-2
17543,3
17544,-3
17545,-3
17546,-2
17547,-1
17548,6
17549,-10
17550,-4
17551,3
17552,-7
17553,-4
17554,-5
17555,-8
17556,8
17557,-1
17558,-2
17559,-3
17560,-7
17561,-6
17562,-9
17563,5
17564,3
17565,4
17566,-10
17567,4
17568,4
17569,7
17570,-9
17571,9
17572,8
17573,0
17574,-10
17575,10
17576,-9
17577,6
17578,-1
17579,1
17580,-4
17581,-4
17582,-4
17583,-4
17584,-7
17585,8
17586,-10
17587,-1
17588,-6
17589,6
17590,6
17591,-10
17592,-6
17593,-3
17594,-5
17595,-3
17596,7
17597,0
17598,-10
17599,2
17600,8
17601,-8
17602,-3
17603,9
17604,-5
17605,7
17606,5
17607,1
17608,3
17609,5
17610,-9
17611,-4
17612,-10
17613,-5
17614,-5
17615,9
17616,-8
17617,-9
17618,-10
17619,-3
17620,-8
17621,-5
17622,-4
17623,-3
17624,4
17625,-2
17626,9
17627,-9
17628,-7
17629,7
17630,-10
17631,0
17632,-1
17633,-8
17634,4
17635,-3
17636,10
17637,-5
17638,-9
17639,4
17640,7
17641,4
17642,-6
17643,-7
17644,3
17645,-8
17646,1
17647,-10
17648,-2
17649,-9
17650,9
17651,3
17652,-10
17653,-5
17654,6
17655,1
17656,-4
17657,7
17658,0
17659,4
17660,-10
17661,2
17662,2
17663,2
17664,8
17665,-1
17666,8
17667,2
17668,-10
17669,-2
17670,-2
17671,-4
17672,10
17673,7
17674,4
17675,1
17676,7
17677,-2
17678,-8
17679,-5
17680,5
17681,2
17682,-9
17683,3
17684,-6
17685,7
17686,-3
17687,-6
17688,9
17689,-5
17690,0
17691,5
17692,-2
17693,2
17694,-1
17695,-7
17696,9
17697,-2
17698,-7
17699,4
17700,9
17701,-1
17702,-4
17703,-1
17704,7
17705,-1
17706,-9
17707,-1
17708,1
17709,6
17710,9
17711,9
17712,-1
17713,8
17714,-1
17715,2
17716,1
17717,-5
17718,-6
17719,-1
17720,-3
17721,-8
17722,6
17723,5
17724,-5
17725,-6
17726,-4
17727,2
17728,9
17729,1
17730,-3
17731,-3
17732,5
17733,-10
17734,5
17735,-8
17736,10
17737,-3
17738,-9
17739,2
17740,-1
17741,-4
17742,-9
17743,9
17744,4
17745,-4
17746,9
17747,9
17748,-2
17749,6
17750,-7
17751,-8
17752,0
17753,10
17754,-4
17755,3
17756,4
17757,-4
17758,0
17759,-3
17760,4
17761,9
17762,8
17763,9
17764,6
17765,2
17766,0
17767,8
17768,-6
17769,1
17770,8
17771,-8
17772,-1
17773,10
17774,-9
17775,10
17776,-10
17777,-2
17778,5
17779,-9
17780,6
17781,-5
17782,-2
17783,3
17784,-8
17785,-10
17786,6
17787,-3
17788,2
17789,-9
17790,4
17791,9
17792,5
17793,2
17794,-3
17795,-4
17796,-10
17797,-6
17798,-5
17799,1
17800,1
17801,-5
17802,-9
17803,0
17804,-10
17805,0
17806,7
17807,6
17808,3
17809,-6
17810,-6
17811,9
17812,-6
17813,-9
17814,3
17815,0
17816,-10
17817,10
17818,-3
17819,5
17820,1
17821,-9
17822,0
17823,4
17824,-6
17825,-4
17826,7
17827,-10
17828,0
17829,0
17830,4
17831,10
17832,-9
17833,-10
17834,-2
17835,-7
17836,1
17837,-8
17838,5
17839,1
17840,6
17841,6
17842,3
17843,-3
17844,-3
17845,4
17846,4
17847,8
17848,6
17849,9
17850,-1
17851,-5
17852,-1
17853,1
17854,3
17855,-2
17856,1
17857,-2
17858,3
17859,1
17860,-10
17861,-7
17862,-5
17863,-8
17864,0
17865,-2
17866,-8
17867,-9
17868,-3
17869,-3
17870,8
17871,-9
17872,10
17873,10
17874,10
17875,-6
17876,-10
17877,2
17878,9
17879,5
17880,8
17881,7
17882,10
17883,-6
17884,4
17885,-9
17886,6
17887,-4
17888,2
17889,8
17890,8
17891,7
17892,9
17893,-2
17894,-10
17895,-5
17896,4
17897,-7
17898,9
17899,-6
17900,-3
17901,2
17902,2
17903,3
17904,-4
17905,2
17906,-8
17907,-6
17908,-4
17909,6
17910,-8
17911,-8
17912,4
17913,2
17914,9
17915,9
17916,4
17917,-6
17918,-9
17919,-5
17920,9
17921,10
17922,-7
17923,-3
17924,9
17925,9
17926,-9
17927,4
17928,5
17929,1
17930,-10
17931,-1
17932,-10
17933,-7
17934,-1
17935,10
17936,9
17937,10
17938,-8
17939,-5
17940,6
17941,-4
17942,8
17943,3
17944,1
17945,8
17946,-4
17947,5
17948,-10
17949,-9
17950,2
17951,-1
17952,-9
17953,-1
17954,-2
17955,-5
17956,5
17957,1
17958,9
17959,-4
17960,1
17961,-3
17962,9
17963,-7
17964,-7
17965,0
17966,-1
17967,0
17968,-8
17969,-7
17970,0
17971,7
17972,9
17973,-6
17974,-1
17975,0
17976,5
17977,-6
17978,-1
17979,-4
17980,6
17981,7
17982,-8
17983,-2
17984,-1
17985,-7
17986,-5
17987,1
17988,-6
17989,-1
17990,7
17991,-9
17992,10
17993,-9
17994,4
17995,3
17996,8
17997,10
17998,10
17999,-3
18000,1
18001,-9
18002,-5
18003,-2
18004,-6
18005,-4
18006,-6
18007,5
18008,7
18009,8
18010,-9
18011,5
18012,0
18013,2
18014,0
18015,-4
18016,-10
18017,3
18018,2
18019,0
18020,-1
18021,6
18022,-7
18023,-6
18024,-1
18025,6
18026,6
18027,-9
18028,8
18029,9
18030,2
18031,-3
18032,-3
18033,-8
18034,6
18035,4
18036,-9
18037,5
18038,-2
18039,4
18040,6
18041,-6
18042,3
18043,6
18044,-10
18045,-2
18046,3
18047,0
18048,2
18049,-2
18050,-4
18051,5
18052,-10
18053,7
18054,-10
18055,8
18056,-9
18057,-9
18058,-4
18059,-6
18060,-5
18061,-6
18062,2
18063,-6
18064,0
18065,-7
18066,-5
18067,1
18068,-7
18069,8
18070,-1
18071,-6
18072,-5
18073,-10
18074,-1
18075,10
18076,-2
18077,-3
18078,5
18079,4
18080,-4
18081,8
18082,-3
18083,5
18084,-4
18085,-9
18086,-7
18087,7
18088,9
18089,0
18090,8
18091,1
18092,-10
18093,8
18094,7
18095,-1
18096,-5
18097,1
18098,3
18099,10
18100,-10
18101,-3
18102,-1
18103,5
18104,8
18105,-6
18106,9
18107,0
18108,2
18109,-9
18110,5
18111,-1
18112,-1
18113,8
18114,10
18115,5
18116,1
18117,-3
18118,-9
18119,-5
18120,-5
18121,2
18122,7
18123,10
18124,9
18125,5
18126,-2
18127,8
18128,-3
18129,-5
18130,7
18131,-1
18132,5
18133,-9
18134,9
18135,-1
18136,7
18137,8
18138,-8
18139,5
18140,9
18141,-1
18142,9
18143,-8
18144,0
18145,-2
18146,2
18147,-2
18148,6
18149,-6
18150,-4
18151,-5
18152,4
18153,-8
18154,1
18155,6
18156,10
18157,8
18158,4
18159,-1
18160,4
18161,3
18162,-9
18163,-6
18164,4
18165,6
18166,3
18167,-1
18168,10
18169,-10
18170,-6
18171,-7
18172,8
18173,4
18174,3
18175,10
18176,-10
18177,7
18178,3
18179,-1
18180,-5
18181,-4
18182,10
18183,-10
18184,6
18185,8
18186,-6
18187,-7
18188,-4
18189,2
18190,-8
18191,9
18192,8
18193,2
18194,9
18195,-10
18196,-4
18197,3
18198,4
18199,7
18200,9
18201,0
18202,-5
18203,-1
18204,9
18205,10
18206,0
18207,-8
18208,-1
18209,-4
18210,7
18211,-8
18212,5
18213,-8
18214,-2
18215,8
18216,5
18217,-4
18218,-1
18219,-10
18220,-9
18221,10
18222,-2
18223,1
18224,6
18225,9
18226,5
18227,7
18228,2
18229,-9
18230,8
18231,-8
18232,5
18233,-9
18234,-4
18235,10
18236,-5
18237,-8
18238,-9
18239,7
18240,10
18241,6
18242,7
18243,1
18244,2
18245,-10
18246,3
18247,-7
18248,0
18249,-1
18250,-9
18251,9
18252,-5
18253,8
18254,10
18255,-7
18256,-1
18257,-6
18258,9
18259,6
18260,-1
18261,6
18262,-7
18263,-5
18264,0
18265,-8
18266,-4
18267,2
18268,-10
18269,10
18270,1
18271,10
18272,-8
18273,1
18274,6
18275,5
18276,6
18277,-4
18278,1
18279,9
18280,1
18281,7
18282,-4
18283,-6
18284,-6
18285,7
18286,9
18287,7
18288,0
18289,-8
18290,6
18291,5
18292,-1
18293,-8
18294,-8
18295,8
18296,-1
18297,4
18298,9
18299,-5
18300,-5
18301,3
18302,-6
18303,3
18304,-3
18305,-9
18306,-8
18307,-9
18308,1
18309,-8
18310,-8
18311,-9
18312,-3
18313,-8
18314,-2
18315,0
18316,10
18317,-7
18318,-1
18319,-9
18320,3
18321,10
18322,-5
18323,1
18324,6
18325,9
18326,7
18327,0
18328,5
18329,4
18330,0
18331,-8
18332,-9
18333,-4
18334,-3
18335,7
18336,7
18337,-9
18338,-3
18339,-3
18340,-6
18341,1
18342,7
18343,-6
18344,-1
18345,9
18346,10
18347,-6
18348,6
18349,9
18350,-9
18351,0
18352,2
18353,6
18354,-2
18355,3
18356,0
18357,-8
18358,-6
18359,-6
18360,-8
18361,10
18362,3
18363,-5
18364,-2
18365,8
18366,9
18367,7
18368,2
18369,-3
18370,-1
18371,-4
18372,3
18373,4
18374,-7
18375,-7
18376,1
18377,3
18378,-10
18379,-8
18380,6
18381,-6
18382,10
18383,-10
18384,-5
18385,4
18386,-7
18387,5
18388,-9
18389,6
18390,-4
18391,-9
18392,-1
18393,1
18394,5
18395,-5
18396,8
18397,8
18398,-4
18399,1
18400,-8
18401,-9
18402,3
18403,-8
18404,4
18405,1
18406,2
18407,-6
18408,9
18409,-4
18410,-4
18411,5
18412,-8
18413,4
18414,-4
18415,8
18416,10
18417,9
18418,4
18419,10
18420,-1
18421,-4
18422,-5
18423,-2
18424,-1
18425,-3
18426,10
18427,-5
18428,7
18429,6
18430,-3
18431,4
18432,-1
18433,0
18434,0
18435,-4
18436,0
18437,0
18438,-4
18439,-5
18440,-3
18441,-1
18442,-10
18443,5
18444,-1
18445,-4
18446,-2
18447,-10
18448,-10
18449,-1
18450,-10
18451,2
18452,-3
18453,4
18454,-4
18455,2
18456,6
18457,10
18458,-1
18459,2
18460,10
18461,0
18462,1
18463,7
18464,5
18465,5
18466,2
18467,4
18468,9
18469,2
18470,2
18471,10
18472,3
18473,10
18474,-3
18475,6
18476,2
18477,-10
18478,-2
18479,8
18480,4
